hp_id,phrase,organ_system,lineage,definition,alt_ids,snomedct,umls
HP:0000060,Underdeveloped Clit,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Small Clitoris,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Hypoplastic Clitoris,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Clitoral Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Underdeveloped Clit,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Small Clitoris,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000060,Hypoplastic Clitoris,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal clitoris morphology (HP:0000056) -> Aplasia/Hypoplasia of the clitoris (HP:0040255) -> Clitoral hypoplasia (HP:0000060),Developmental hypoplasia of the clitoris.,,,UMLS:C1844527
HP:0000061,"Ambiguous Genitalia, Female",Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Ambiguous Genitalia Due To Virilization,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Atypical Appearance Of Female Genitals,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,"Ambiguous Genitalia, Female",Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Ambiguous Genitalia Due To Virilization,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Atypical Appearance Of Female Genitals,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,"Ambiguous Genitalia, Female",Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Ambiguous Genitalia Due To Virilization,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000061,Atypical Appearance Of Female Genitals,Abnormality Of The Genitourinary System,"All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062) -> Ambiguous genitalia, female (HP:0000061)",Ambiguous genitalia in an individual with XX genetic gender.,HP:0008690,,UMLS:C1859980;UMLS:C4025891
HP:0000062,Ambiguous Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062),A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.,HP:0008685;HP:0008693,SNOMEDCT_US:21321009,UMLS:C0266362
HP:0000062,Ambiguous External Genitalia At Birth,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062),A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.,HP:0008685;HP:0008693,SNOMEDCT_US:21321009,UMLS:C0266362
HP:0000062,Ambiguous External Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062),A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.,HP:0008685;HP:0008693,SNOMEDCT_US:21321009,UMLS:C0266362
HP:0000062,Intersex Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Ambiguous genitalia (HP:0000062),A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.,HP:0008685;HP:0008693,SNOMEDCT_US:21321009,UMLS:C0266362
HP:0000063,Fused Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Fused labia minora (HP:0000063),Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.,,,UMLS:C1837532
HP:0000063,Fused Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Fused labia minora (HP:0000063),Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.,,,UMLS:C1837532
HP:0000063,Fused Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Fused labia minora (HP:0000063),Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.,,,UMLS:C1837532
HP:0000063,Fused Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Fused labia minora (HP:0000063),Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.,,,UMLS:C1837532
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic female external genitalia (HP:0012815) -> Labial hypoplasia (HP:0000066) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Hypoplastic Labia Minora,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000064,Underdeveloped Inner Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Abnormal labia minora morphology (HP:0012880) -> Hypoplastic labia minora (HP:0000064),,,,UMLS:C1849295
HP:0000065,Labial Hypertrophy,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlargement Of The Labia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlarged Vaginal Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlargement Of The Vaginal Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Labial Hypertrophy,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlargement Of The Labia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlarged Vaginal Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000065,Enlargement Of The Vaginal Lips,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypertrophy (HP:0000065),,,SNOMEDCT_US:16924008,UMLS:C0404531
HP:0000066,Labial Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066),,,,UMLS:C1850325
HP:0000066,Underdeveloped Labia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066),,,,UMLS:C1850325
HP:0000066,Hypoplastic Labia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066),,,,UMLS:C1850325
HP:0000066,Labial Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066),,,,UMLS:C1850325
HP:0000066,Underdeveloped Labia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal female external genitalia morphology (HP:0000055) -> Abnormal labia morphology (HP:0000058) -> Labial hypoplasia (HP:0000066),,,,UMLS:C1850325
